"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"ASB13",52.8921260689754,-2.60699993904098,0.388074237310758,1.78991570348224e-12,4.47996610814136e-11,"ASB13"
"CDCA7L",96.3138978336937,-2.60685635583151,0.370898799824758,2.18510447561305e-13,6.20486654893215e-12,"CDCA7L"
"LOC107984315",52.0921639171286,-2.6023275065912,0.353084797569956,1.86290760843724e-14,6.05387118468549e-13,"LOC107984315"
"ARHGEF5",64.7641398670686,-2.59652160130118,0.270902383000574,8.13780540555209e-23,6.70503903651158e-21,"ARHGEF5"
"FAM95C",9.76029006215448,-2.59475534364687,0.813885905558386,0.000134689233426526,0.000817747687017797,"FAM95C"
"PMEPA1",11.1673835616861,-2.57909545832925,0.799683188948653,0.000103998579415634,0.000650472884043753,"PMEPA1"
"ANKRD44-AS1",11.2772069546418,-2.57498124411523,0.650295967743428,7.85968855101321e-06,6.4504926272786e-05,"ANKRD44-AS1"
"BEX3",92.5761506229444,-2.56827993179634,0.414189083309231,5.57667666264186e-11,1.12980338040435e-09,"BEX3"
"SNORA26",11.1986495288905,-2.56675679168213,0.640647965622215,6.59359172596083e-06,5.48670726206395e-05,"SNORA26"
"LOC441239",8.4358170278676,-2.56412658683474,0.859180617480974,0.000221690519193949,0.00126902056501394,"LOC441239"
"LOC105376712",6.43511917126957,-2.56129644269913,0.991128198634643,0.000770667707378231,0.00383464902044974,"LOC105376712"
"MAMLD1",18.3599092608316,-2.55699747762354,0.474480692519485,9.31716267599728e-09,1.34847566032691e-07,"MAMLD1"
"ZNF815P",175.400416924856,-2.55502992733249,0.228388323728264,4.49461719714736e-30,7.18040829785495e-28,"ZNF815P"
"MT1DP",3.35679705768956,-2.55357920307404,1.51310537995047,0.00629796596585113,0.0233322414114591,NA
"SLC4A10",408.071453581496,-2.54975177629395,0.951936913588781,0.000415809993502004,0.00221539499592921,"SLC4A10"
"CARMIL1",58.7003820344386,-2.54891254271681,0.637444155939572,5.5930273384353e-06,4.7312399409367e-05,"CARMIL1"
"IGSF9B",74.9992477081571,-2.5454238963264,0.410451522674461,5.15943103386162e-11,1.05342997733323e-09,"IGSF9B"
"C20orf204",29.9875433807336,-2.54378903005927,0.757745129007257,6.1230320179383e-05,0.000402585026928724,"C20orf204"
"PRRT1",33.8213868439973,-2.5433835681993,0.48597433380532,1.81158810939089e-08,2.4828366701593e-07,"PRRT1"
"OCM",8.19683478627165,-2.54174366540576,0.735939107792701,6.5622980328857e-05,0.000427570900473947,"OCM"
"XKRX",21.3891966684726,-2.5374906631193,0.62068907584848,4.3475386304899e-06,3.76906745894335e-05,"XKRX"
"PLXDC1",583.408425379262,-2.53444382539975,0.321595206717702,2.97528806756848e-16,1.23545294996177e-14,"PLXDC1"
"TRAJ44",2.33040004839742,-2.53220637818193,1.81846803970001,0.00643515200479963,0.0237396194529255,NA
"TMEM30B",113.278837011769,-2.53094861358289,0.235729354924021,7.75251441105022e-28,1.03340523308573e-25,"TMEM30B"
"LOC105378936",17.0082181909542,-2.52951468462434,0.570812937296802,1.20249331992111e-06,1.17983029532626e-05,"LOC105378936"
"DUSP16",584.281606130912,-2.52449103190666,0.203923671791166,3.08183887107333e-36,7.58784986986148e-34,"DUSP16"
"GNAO1",78.2892166150349,-2.52340459183782,0.522209847390816,9.49454977759349e-08,1.14065406283282e-06,"GNAO1"
"GAS6",31.6327779116756,-2.52257145298732,0.472234901724123,9.49623128157734e-09,1.37189499274427e-07,"GAS6"
"AXIN2",175.624481836322,-2.51663355652049,0.44472206305918,1.40383965041125e-09,2.31882842966114e-08,"AXIN2"
"FCGBP",1290.13195991988,-2.50486203454287,0.381310956156939,4.53478404667907e-12,1.06994318521871e-10,"FCGBP"
"LINC00880",5.03889192541678,-2.49925286637811,1.13469089477452,0.00244427391918832,0.0104801812294147,NA
"EPPK1",77.662053612367,-2.49870006179176,0.401329179626428,4.0620469217564e-11,8.46449205411315e-10,"EPPK1"
"SERPINB9P1",28.1525185723277,-2.4983217758144,0.523304860711374,1.72642378278994e-07,1.96361939816455e-06,"SERPINB9P1"
"MBOAT4",42.5095165476238,-2.48832139785051,0.430934833446957,9.76735460243646e-10,1.65515139368251e-08,"MBOAT4"
"KCNA3",1513.18249298359,-2.48733662755928,0.235529812109203,4.49463783726923e-27,5.50080588645442e-25,"KCNA3"
"PBX4",155.074258918496,-2.48733375157502,0.331336615732044,4.82330019884914e-15,1.69936071652382e-13,"PBX4"
"C4orf48",31.5645030542609,-2.48570755784254,0.413828070345343,1.98145140333878e-10,3.74258257843627e-09,"C4orf48"
"DYRK3",21.1750149218195,-2.48200525425917,0.887821219773971,0.000362134035664847,0.00196289590737993,"DYRK3"
"FXYD2",13.4840718178368,-2.47970535736349,0.671777044099794,2.18198413883698e-05,0.000160790718512606,"FXYD2"
"GPR55",55.1235064444845,-2.47956687623678,0.773128678672862,9.37965691615099e-05,0.000591792161414555,"GPR55"
"FAM171A1",33.4379876139185,-2.47912637755992,0.42915617662583,6.32451247082831e-10,1.10575937334582e-08,"FAM171A1"
"POU6F1",363.197908405481,-2.46880689664873,0.234131788638655,6.18909187142592e-27,7.40144655344009e-25,"POU6F1"
"TRIM7",43.2172540940186,-2.46367454289812,0.406819113358557,1.2142782570967e-10,2.35082473307305e-09,"TRIM7"
"INPP4B",604.14146035798,-2.46151614155971,0.424644061416161,6.20289547146587e-10,1.08722107560166e-08,"INPP4B"
"CD6",3124.84058592798,-2.46138295281467,0.307247483853034,1.05744574542375e-16,4.59133289631289e-15,"CD6"
"LINC02648",126.228360521655,-2.45344634852481,0.375486503170501,5.26192683031426e-12,1.23316466634733e-10,"LINC02648"
"FAAH2",18.4071365730831,-2.45138482210297,0.635428977046127,1.07418360203897e-05,8.54142194522791e-05,"FAAH2"
"TGFBI",15.9914464658388,-2.45082305096915,0.621890311033392,6.21934284221624e-06,5.19801944895772e-05,"TGFBI"
"SHE",101.956261892034,-2.45058906978716,0.958161476504749,0.00062301540590448,0.0031832193395432,"SHE"
"MUC1",45.190393665074,-2.44570321349382,0.405229440359056,1.59148589324125e-10,3.03615467399753e-09,"MUC1"
"KCNJ5-AS1",3.16484173391918,-2.44516698985754,1.53226156635167,0.00775854387847661,0.0278413591030107,NA
"TMEM45B",14.6683217197284,-2.44255642011494,0.674093597327353,2.93122850221995e-05,0.000208655612566187,"TMEM45B"
"NPM2",6.13684715423624,-2.43952590464816,1.24877159912251,0.00362136319052791,0.0146847294809859,NA
"C22orf15",17.428114404657,-2.43764084772482,0.528254803410355,3.70612495538441e-07,3.98365603832999e-06,"C22orf15"
"C17orf100",28.0784271249936,-2.42381936303413,0.604627513219249,5.47336431031335e-06,4.64315234236878e-05,"C17orf100"
"MYC",320.158490620313,-2.42271985936301,0.37177143446368,6.98550602552336e-12,1.62076130933651e-10,"MYC"
"FTCDNL1",16.6898779623148,-2.41704907337277,0.562253018390307,1.87313669419376e-06,1.76820048426193e-05,"FTCDNL1"
"NLGN2",225.841815880437,-2.41426340588834,0.290108210384054,6.50799775273712e-18,3.28984002341262e-16,"NLGN2"
"DNAJB1",7003.727822947,-2.40726741411568,0.148050933878386,1.6409193757494e-60,1.3208138729109e-57,"DNAJB1"
"TNK1",172.499543588741,-2.40298392206216,0.239157294932048,1.09308030361896e-24,1.09980695164123e-22,"TNK1"
"LOC101927401",38.4765443596827,-2.40252778249502,0.405543667353475,3.91951372034407e-10,7.04704322503099e-09,"LOC101927401"
"MOB3B",6.39967348159534,-2.40134477006291,0.890843961272768,0.000682727873654291,0.00345207270834428,"MOB3B"
"CLIC6",7.0201944288385,-2.39985789266035,0.959055148840087,0.00118506930761531,0.00558709855142448,"CLIC6"
"PRKN",12.9082438906113,-2.39665684030821,0.616699240542628,1.23908771184178e-05,9.70495046161103e-05,"PRKN"
"RTKN2",54.7434727625624,-2.39565186098364,0.594877289720032,4.46810232190695e-06,3.86718136446934e-05,"RTKN2"
"CDR2",727.756595993269,-2.39479587929985,0.254059701114089,4.71492104330995e-22,3.58814063979602e-20,"CDR2"
"MARVELD1",11.0541938118511,-2.39426496774566,0.724519554571818,7.95445923389026e-05,0.000510490410447272,"MARVELD1"
"LOC102723814",16.8204556711306,-2.39313816213085,0.554726647415851,1.33316608140895e-06,1.29528782505694e-05,"LOC102723814"
"RNF175",4.82574083691369,-2.39312205055722,1.579041414148,0.00691712780428712,0.0252549983754572,NA
"OR2A7",5.6608277346433,-2.39181116917116,1.0579779724637,0.00207693544513049,0.00910475596893399,"OR2A7"
"LOC105374997",18.5216049164122,-2.38872431477791,0.53332801753273,8.77527638340181e-07,8.81233129327414e-06,"LOC105374997"
"RETN",2.23785213496999,-2.3882767712891,1.8934321231701,0.00829452681315219,0.0293520218372758,NA
"LINC02718",3.155666077307,-2.3875435847549,1.56026231817633,0.00845352534577844,0.0298440247025053,NA
"BCL11B",2836.54207113947,-2.38469927526234,0.200119944774968,9.2292668867689e-34,1.99123811759072e-31,"BCL11B"
"LOC112267970",3.98764048449567,-2.38427513345479,1.16690283093648,0.00341143482882275,0.0139478582171371,NA
"TOB1",1433.05197623205,-2.38204161731727,0.235414332411261,4.37327685313128e-25,4.69353528114521e-23,"TOB1"
"RASGRF2",421.91599614418,-2.38083303577859,0.388682957050287,8.52386244795927e-11,1.69892755534183e-09,"RASGRF2"
"FAM241A",106.421728653432,-2.37971347245305,0.39314373917165,1.54439465764722e-10,2.95169784431426e-09,"FAM241A"
"IL4I1",152.854515865426,-2.36953224372535,0.605212137047376,7.37328236433028e-06,6.07990753824681e-05,"IL4I1"
"NSG1",252.216413576418,-2.36855435110396,0.43264354703599,3.83168703701834e-09,5.89629016990586e-08,"NSG1"
"FGF17",4.09667971001916,-2.36191751561572,1.46127531757876,0.00720697192876474,0.0261399494844348,NA
"SELENOM",127.080125543621,-2.35884075957229,0.318078492793178,1.14658918634336e-14,3.80282384972961e-13,"SELENOM"
"ESPN",100.804942097619,-2.35624763283417,0.275050763140092,1.29950845623268e-18,6.99128868175773e-17,"ESPN"
"MAGED4B",9.75179172316407,-2.35260434778117,0.945620376023155,0.0010866230206474,0.00518128972215852,"MAGED4B"
"TMOD2",194.188403262729,-2.34937108818405,0.320917223733549,2.34407441734632e-14,7.45543911948688e-13,"TMOD2"
"HHAT",49.7005418959489,-2.34818822880072,0.488169773170719,1.32483608805796e-07,1.54303045796447e-06,"HHAT"
"SGCB",40.5704859187643,-2.34690462935554,0.561528826693232,2.80104714723701e-06,2.54981795116904e-05,"SGCB"
"LOXL1-AS1",41.1874482777302,-2.34001173517853,0.420619303300029,2.84999736498881e-09,4.48794167452865e-08,"LOXL1-AS1"
"LOC105379362",35.210196826243,-2.33791536732752,0.536795880698538,1.46988004356048e-06,1.41693457170123e-05,"LOC105379362"
"LAG3",247.550212746331,-2.33771336801902,1.51768138113015,0.00424148531373887,0.0167799252638804,NA
"LOC102723506",24.3139209944683,-2.33698698859218,0.481164233764446,1.01189425764512e-07,1.21080177381344e-06,"LOC102723506"
"PPARGC1B",113.641497072733,-2.3357688675111,0.283823329862228,2.62998710249426e-17,1.23408901526906e-15,"PPARGC1B"
"MAGED4",9.64613842616552,-2.33481194310647,0.943189526990456,0.00113401263072488,0.00537301705587738,"MAGED4"
"EVC",19.0781108951117,-2.33268902908963,0.767773791363467,0.000214992108619931,0.00123676603881196,"EVC"
"LINC00336",2.14122700177346,-2.3303236489916,1.85646772497733,0.0087111314094419,0.0305883486806711,NA
"LINC02725",4.08296204146084,-2.32870353558977,1.24731780338703,0.00453399990132488,0.0177641030917977,NA
"ADIRF",8.71820739812737,-2.32828145904233,0.715871110619812,0.000138558749164995,0.00083808020304191,"ADIRF"
"RNA28SN5",18346.5836419384,-2.31691133734452,0.619779534630983,1.50045679431716e-05,0.000115024028540182,"RNA28SN5"
"ZNF658B",15.1421266387093,-2.31577591009726,0.559601054896428,3.81967037340291e-06,3.3573314395034e-05,"ZNF658B"
"RNA28SN3",22818.9544248583,-2.31337017956742,0.612002735647275,1.25565903396321e-05,9.7980731777711e-05,"RNA28SN3"
"CDH1",7.55158972796904,-2.31230255301283,1.19494098136392,0.00371667196431744,0.0149915518605122,NA
"RDM1P5",22.1500248620341,-2.31106266176342,0.47860917425136,1.43500142060778e-07,1.65463965457188e-06,"RDM1P5"
"LARGE2",70.2568079570049,-2.31014586790779,0.345524336561671,3.18375279901243e-12,7.64977940042849e-11,"LARGE2"
"RNA28SN1",24796.1656143675,-2.31009385868039,0.608389241371582,1.0925963229903e-05,8.66787560558796e-05,"RNA28SN1"
"LINC00649",183.329321617524,-2.30790718009362,0.321677214903652,7.82787416319206e-14,2.34031072124691e-12,"LINC00649"
"RNA28SN2",23440.1415210842,-2.30750239220872,0.607528780093093,1.1762132715529e-05,9.26102007037588e-05,"RNA28SN2"
"MYO1B",2.132730379877,-2.30525663047051,1.92088526106841,0.00978236589727505,0.0336719331411468,NA
"TCF7",7983.08831939226,-2.30487119624914,0.354025580822014,6.82411596531148e-12,1.58507323997823e-10,"TCF7"
"MSC-AS1",13.7053989213425,-2.30469905889302,1.12332042408629,0.0025356679017764,0.0108056318160001,NA
"FAM85A",12.6594928192065,-2.30289442879903,0.626486780870548,2.65830220186461e-05,0.000191573514051731,"FAM85A"
"KIF1A",4.94020700939406,-2.29829706084285,0.980111751796447,0.00209395520236018,0.00916784403242548,"KIF1A"
"PRKAR1B",206.453178240165,-2.29258344824207,0.214274303595184,9.30781409711681e-28,1.23287299635734e-25,"PRKAR1B"
"LDLRAP1",1656.16119300286,-2.28966890777743,0.27292432417197,5.02640200738425e-18,2.59094929089994e-16,"LDLRAP1"
"GRAPL-AS1",2.10655950139356,-2.28603449536192,1.84113704170198,0.00878580808422088,0.0308040528709289,NA
"LOC112268284",3039.20676996128,-2.28557715230416,0.4366273910893,1.52861626818442e-08,2.1214112241753e-07,"LOC112268284"
"RNA28SN4",18618.9920663846,-2.28248595507952,0.623274944000772,2.05076462880884e-05,0.000152246903695322,"RNA28SN4"
"SORBS3",524.705864420975,-2.2824328041215,0.189375590391312,2.05579732654095e-34,4.57699217551584e-32,"SORBS3"
"SVIL2P",10.3173672457753,-2.28225771439426,0.692583773474055,0.000107804743700197,0.000670671128465437,"SVIL2P"
"CCR5",127.100776640566,-2.27876414592729,0.492381453218481,3.57823516441214e-07,3.85609194236958e-06,"CCR5"
"CCNI2",29.0946747328862,-2.27608431183484,0.416436574752353,4.22737199455838e-09,6.46241352097281e-08,"CCNI2"
"THBS4",17.4789655475195,-2.27315951636772,0.573761679616629,6.39431591879341e-06,5.33360875043876e-05,"THBS4"
"NLN",26.2254651173738,-2.26995570167167,0.557883469600409,4.6440035184648e-06,4.00287090751365e-05,"NLN"
"SH3PXD2B",2.88067750448853,-2.26810160331793,1.52266763316967,0.00983222565708232,0.0338213048243621,NA
"NCK2",1383.13018462384,-2.26582521878884,0.162958871087412,6.9806185852153e-45,2.6087568884176e-42,"NCK2"
"CMTM7",388.050947805714,-2.26174476856442,0.229122075579907,7.60736652156854e-24,6.92204202449506e-22,"CMTM7"
"LSR",507.894963642222,-2.26122351237674,0.272464483876536,1.15046608881541e-17,5.58630030318536e-16,"LSR"
"CBR3",21.9958278641888,-2.25811612469985,0.510077345841648,1.19877179524879e-06,1.17673058775641e-05,"CBR3"
"LDHB",3223.24805106407,-2.25720245023316,0.21106123058715,1.18532478665197e-27,1.55040482094077e-25,"LDHB"
"KIF5A",26.3435294862937,-2.25708750148958,0.58826919419325,1.2255224662731e-05,9.60589294912489e-05,"KIF5A"
"TRGV5",26.3512257131061,-2.25285785932877,0.459010387066164,1.14118011568204e-07,1.3470173412856e-06,"TRGV5"
"LINC01269",2.18531393456682,-2.25173619635253,1.95336253484744,0.00980119696813821,0.0337312037739182,NA
"ABTB3",337.640662749819,-2.25040164710516,0.290422369365993,1.1648054460367e-15,4.46466087447912e-14,"ABTB3"
"RASGRF2-AS1",8.2206311500221,-2.25018173356274,0.724716140062014,0.000241066272793252,0.00136721814553311,"RASGRF2-AS1"
"COL1A1",30.9888330413525,-2.24888995892902,0.651401283400221,4.83253961243113e-05,0.000325403439539764,"COL1A1"
"ATP8A2",46.7534172323367,-2.24778403042024,0.428243759353171,1.53057596806606e-08,2.12272325113893e-07,"ATP8A2"
"JAM3",57.7985531185998,-2.24766340913537,0.321988237025306,3.10370483771008e-13,8.6837346047589e-12,"JAM3"
"LOC101928126",112.280221223268,-2.24630266295465,0.353658985310878,1.99238598425862e-11,4.36614176738895e-10,"LOC101928126"
"CD4",27.0443900323531,-2.24383291519263,0.62681019203877,3.01483673872508e-05,0.000213807195079764,"CD4"
"SPNS3",53.480848715252,-2.24258454526086,0.311804247010607,6.52764729020109e-14,1.97713859283762e-12,"SPNS3"
"PVT1",196.24068366984,-2.23968070664164,0.290471683375563,1.26626279517747e-15,4.84467052604646e-14,"PVT1"
"CTSH",94.9371349203382,-2.23949756286248,0.622119037707504,2.75683489915102e-05,0.000197721181526499,"CTSH"
"KANK1",87.5241950930937,-2.23702367566718,0.498841050243547,6.33564083221209e-07,6.53485910973557e-06,"KANK1"
"FHIT",175.25067278013,-2.23545149873332,0.352571954486277,2.48080786177661e-11,5.35793053986182e-10,"FHIT"
"SLC29A2",159.595500958408,-2.23332568154698,0.254653548033722,1.47024783471078e-19,8.86724688323548e-18,"SLC29A2"
"SLCO5A1",396.57087707151,-2.22590691086608,0.443633509428302,4.82503312222213e-08,6.10509632296643e-07,"SLCO5A1"
"ENO2",706.132045271307,-2.21546069996436,0.31407421930759,1.80156477102681e-13,5.17189952373786e-12,"ENO2"
"GPRASP1",878.448998005681,-2.21504040096422,0.200648650785452,2.68898002506828e-29,4.13786573269331e-27,"GPRASP1"
"TRGV3",59.3072476982549,-2.20687486508688,0.35460215215696,4.45706152820645e-11,9.1898900159906e-10,"TRGV3"
"AKR1E2",22.3586363851998,-2.20619650873642,0.757880251920489,0.000285743246214973,0.00159297673329434,"AKR1E2"
"SEMA5A",3.92464377682174,-2.2032002232971,1.45827961936306,0.00875710471589579,0.03071370663554,NA
"CLDN7",24.3530551555402,-2.20151206042279,0.508969306964504,1.68013289271678e-06,1.60117582781315e-05,"CLDN7"
"PCSK5",247.954869403328,-2.19960351495378,0.290504975229594,3.62394380067856e-15,1.30312535842957e-13,"PCSK5"
"RAB34",49.3535470390841,-2.19632100649174,0.554256117188175,7.24988194996588e-06,5.98758995457324e-05,"RAB34"
"PAK3",5.94947196766583,-2.19565578525097,1.21049956213771,0.0046202701299193,0.0180303289425643,NA
"C4BPB",5.59544634823925,-2.19555183913352,1.11376696063031,0.00368391318208762,0.0148950801921812,NA
"SLC18B1",186.550297122595,-2.19256324425776,0.279718101798627,4.58334662639178e-16,1.85892012009936e-14,"SLC18B1"
"IL6ST-DT",5.95264664519537,-2.19162669448781,0.885862730324431,0.00125457467104978,0.00587902792560005,"IL6ST-DT"
"SMARCD3",164.878070357137,-2.19095978312996,0.231727548774347,2.76462383714295e-22,2.15888237551223e-20,"SMARCD3"
"LMO7",241.812010421766,-2.19000700877202,0.211706885084071,5.0929800861229e-26,5.79271126317283e-24,"LMO7"
"TEPP",9.75005652906519,-2.18349890340986,0.723310703342411,0.000237095737484676,0.0013476207479846,"TEPP"
"LOC105371289",3.30879170227562,-2.1827405260092,1.1714419761525,0.0062399798317005,0.0231666308174256,NA
"LOC107986253",11.2058050676952,-2.17726217887904,0.722078741746851,0.000238612674095761,0.00135440359193819,"LOC107986253"
"INPP5J",2.48304714032634,-2.17585785681759,1.97250378823309,0.00742183562369217,0.0268126690367405,NA
"CPNE2",101.154292744369,-2.17247845886017,0.523565285258248,3.5262431288279e-06,3.12770062363637e-05,"CPNE2"
"LOC105370792",208.867345489568,-2.16634244099896,0.336293488832189,1.1672550851842e-11,2.62952792494455e-10,"LOC105370792"
"LINC02812",8.73684076135103,-2.16340432338985,0.661492640739172,0.000134524266119201,0.000817220273248951,"LINC02812"
"TRGJ2",10.6893194010723,-2.15911302005125,0.620870395632131,6.47347094442249e-05,0.000422488379900445,"TRGJ2"
"SNED1",432.699238521028,-2.15769655801739,0.229604660739489,5.94441712918125e-22,4.45895203152349e-20,"SNED1"
"HAPLN3",723.710571135562,-2.15554613700355,0.344310457360641,4.26061863394924e-11,8.82833928428612e-10,"HAPLN3"
"APP",257.724182032556,-2.15495514025432,0.237010542210885,1.22820786327027e-20,8.05765961207531e-19,"APP"
"RPS12",13110.5853460779,-2.15418464485597,0.208554519983583,7.43444038373309e-26,8.32021221127091e-24,"RPS12"
"CFAP68",77.9457706202684,-2.15361972543652,0.31931820347726,1.5013770146714e-12,3.79937341753845e-11,"CFAP68"
"COL18A1",837.223348629396,-2.15178669416766,0.453277913442002,2.02865498756174e-07,2.27766585727962e-06,"COL18A1"
